dummy,newshead,date,office,title,attacker,advantage,Evaluated,namming,partiality,Sum,URL
_,1100501.202,20201024,문화일보,“네가 성추행했다” 사우나 수면실서 취객 노린 공갈범 실형,남성,0,0,0,0,0,http://www.munhwa.com/news/view.html?no=20201024MW103233472792
_,2100601.202,20201024,한국경제,사우나 수면실서 벌어진 50대 남성의 황당한 '가짜 미투',남성,0,0,-1,0,-1,https://www.hankyung.com/society/article/2020102441507
_,1100901.202,20201024,중앙일보,"""어딜만져"" 성추행 몰아 돈 뜯었다 사우나 취객 노린 공갈범",남성,-1,0,0,0,-1,https://news.joins.com/article/olink/23496983
_,2100851.202,20201021,아주경제,'제자 성추행 혐의' 서울대 음대교수 국민참여재판 신청,남성,0,0,0,0,0,http://www.ajunews.com/view/20201021154114874
_,2100311.202,20201021,서울경제,'제자 성추행 혐의' 서울대 교수 국민참여재판 신청,남성,0,0,0,0,0,http://www.sedaily.com/NewsView/1Z97UCMEDA
_,2100601.202,20201021,한국경제,"제자 성추행 혐의 서울대 음대 교수, 국민참여재판 신청",남성,0,0,0,0,0,https://www.hankyung.com/society/article/2020102122977
_,8100401.202,20201021,YTN,"'제자 성추행 혐의' 서울대 음대 교수, 국민참여재판 신청",남성,0,0,0,0,0,https://www.ytn.co.kr/_ln/0103_202010211132506961
_,2100801.202,20201021,아시아경제,'제자 성추행 혐의' 서울대 음대 교수 국민참여재판 신청,남성,0,0,0,0,0,http:www.asiae.co.kr/article/2020102111222840829
_,2100201.202,20201021,머니투데이,'제자 강제추행' 혐의 서울대 음대교수 '국민참여재판' 신청,남성,0,0,0,0,0,http://news.moneytoday.co.kr/view/mtview.php?no=2020102111003467300&type=2
_,1200101.202,20201020,경기일보,"부천 ""돈 많다 같이 가자"" 10대 강제 추행한 에이즈 인도인 집행유예",남성,-1,0,0,0,-1,www.kyeonggi.com/news/articleView.html?idxno=2323256
_,1100201.202,20201019,국민일보,"에이즈 걸린 외국인 성추행범, 집유 후 고향 보낸 법원",남성,-1,0,0,0,-1,http://news.kmib.co.kr/article/view.asp?arcid=0015123247&code=61121111&cp=kd
_,2100601.202,20201019,한국경제,"""나 돈 많아 GO"" 여고생 추행한 '에이즈' 인도 男, 추방",남성,-1,0,0,-1,-2,https://www.hankyung.com/society/article/2020101923757
_,1100611.202,20201019,서울신문,"‘불법체류’ 인도 남성 “나 돈 많아, 같이 가자” 10대 소녀 추행",남성,-1,0,0,0,-1,http://www.seoul.co.kr/news/newsView.php?id=20201019500011
_,1100801.202,20201019,조선일보,"에이즈 걸린 인도남성, 김포 여고생 성추행하며 “나 머니 마나요”",남성,-1,0,0,0,-1,https://www.chosun.com/national/regional/gyeonggi-incheon/2020/10/19/DMJZ76QLFNFPHIBNRBNDJT4WDM/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,2100201.202,20201019,머니투데이,"에이즈 걸린 인도 남성, 여고생 추행하며 ""같이 가자"" 강제 출국",남성,-1,0,0,0,-1,http://news.moneytoday.co.kr/view/mtview.php?no=2020101907193635162&type=2
_,1500901.202,20201018,울산매일,‘성추행 의혹’ 울산 남구-산하 공기업 전 대표 법적 공방,남성,0,0,1,0,1,http://www.iusm.co.kr/news/articleView.html?idxno=890015
_,1400401.202,20201014,중부매일,충주 '스쿨 미투' 교사 2명 벌금 300만원 선고,남성,0,0,1,0,1,http://www.jbnews.com/news/articleView.html?idxno=1310161
_,1100901.202,20201008,중앙일보,’제자 성추행‘ 하일지 前 교수 1심 유죄 징역 1년에 집유 2년,남성,0,0,0,0,0,https://news.joins.com/article/olink/23484129
_,1101101.202,20201008,한국일보,"'제자 강제추행' 하일지 교수, 1심서 유죄 선고",남성,0,0,0,0,0,https://hankookilbo.com/News/Read/A2020100813310005843
_,1100611.202,20201008,서울신문,“여자는 꽃” 냄새맡고 만진 기관사 저항하자 협박 욕설,남성,0,0,1,1,2,http://www.seoul.co.kr/news/newsView.php?id=20201008500092
_,1100611.202,20201008,서울신문,“성적 수치심 느꼈다” 용변 보는데 문 연 여고생들,여성,-1,0,0,0,-1,http://www.seoul.co.kr/news/newsView.php?id=20201008500074
_,2100311.202,20201008,서울경제,'제자 성추행' 소설가 하일지 1심서 징역1년 집행유예 2년,남성,0,0,0,0,0,http://www.sedaily.com/NewsView/1Z91VKJCX1
_,2100101.202,20201008,매일경제,"`제자 입맞춤` 하일지, 1심 집행유예",남성,0,0,1,0,1,http://star.mk.co.kr/new/view.php?mc=ST&year=2020&no=1030618
_,2100801.202,20201008,아시아경제,"'제자 강제추행 혐의' 하일지 동덕여대 전 교수, 1심서 유죄",남성,0,0,0,0,0,http:www.asiae.co.kr/article/2020100811213446141
_,1100701.202,20201008,세계일보,이번엔 LA총영사관 국정원 고위직이 성추행,남성,0,0,0,0,0,http://www.segye.com/content/html/2020/10/07/20201007522217.html
_,2100201.202,20201008,머니투데이,"'女 어깨 손올린' 부장검사를 어쩌나 외부전문가 ""강제추행 혐의없음""",남성,1,0,0,1,2,http://news.moneytoday.co.kr/view/mtview.php?no=2020100718094023529&type=2
_,1100901.202,20201008,중앙일보,"[단독]딸보다 어린데 ""오빠라고 해"" 열차 운전실의 악몽",남성,1,-1,0,0,0,https://news.joins.com/article/olink/23483608
_,1100401.202,20201007,동아일보,"[단독/THE 사건]대학 동기 성추행한 20대, 피해 여성 신고하자 ‘적반하장’ 고소",남성,-1,0,0,1,0,https://www.donga.com/news/article/all/20201007/103294520/1
_,1100901.202,20201006,중앙일보,동급생에게 집단 성추행 뒤 췌장염으로 숨진 사건 가해 학생 소년부 송치,남성,1,0,0,0,1,https://news.joins.com/article/olink/23482390
_,1100611.202,20201006,서울신문,“동급생 성추행 당한 후 돌연사” 가해 중학생 3명 소년부 송치,남성,0,0,0,0,0,http://www.seoul.co.kr/news/newsView.php?id=20201006500199
_,8100201.202,20201006,MBC,[단독] '집단 성추행' 알렸지만 학교는 감췄고 경찰은 늦었다,남성,0,0,0,0,0,https://imnews.imbc.com/replay/2020/nwdesk/article/5932700_32524.html
_,1601101.202,20201005,전북일보,길가에서 미성년자 성추행한 20대 징역형,남성,0,0,0,0,0,http://www.jjan.kr/news/articleView.html?idxno=2093000
_,1400551.202,20201005,충북일보,충북 '스쿨 미투' 교원 무더기 징계,남성,0,0,1,0,1,https://www.inews365.com/news/article.html?no=639029
_,2100601.202,20201005,한국경제,"준강간살해 무기수, 감방에서 아들뻘 수감자 '동성 성추행'",남성,-1,0,0,0,-1,https://www.hankyung.com/society/article/2020100565917
_,1100101.202,20201005,경향신문,서울대 학생회 “교수가 고발 취하 요구하며 학부생 협박”,남성,-1,0,1,0,0,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202010051747001&code=940100
_,1100611.202,20201005,서울신문,무기징역 복역 중이면서 아들뻘 수감자 성추행,남성,-1,0,0,0,-1,http://www.seoul.co.kr/news/newsView.php?id=20201005500159
_,1100801.202,20201005,조선일보,"식당 여직원 더듬은 부산시의원 경찰, 강제추행 혐의로 검찰 송치",남성,0,0,1,0,1,https://www.chosun.com/national/national_general/2020/10/05/C3C6S4XGCZAXBLU6FFRZ4K7JCQ/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,2100201.202,20201005,머니투데이,식당 종업원 어깨 감싼 부산시의원 기소의견 송치,남성,0,0,1,0,1,http://news.moneytoday.co.kr/view/mtview.php?no=2020100514094727582&type=2
_,1500301.202,20201005,경상일보,"울산지법, 만원버스에서 상습 성추행 50대에 실형 선고",남성,0,0,0,0,0,www.ksilbo.co.kr/news/articleView.html?idxno=774753
_,1100701.202,20201004,세계일보,음대 말고도 서울대 성비위 교수 2명 더 있다,남성,0,0,0,0,0,http://www.segye.com/content/html/2020/10/04/20201004513480.html
_,1500901.202,20201004,울산매일,혼잡한 버스에서 상습 추행한 50대 실형,남성,0,0,0,0,0,http://www.iusm.co.kr/news/articleView.html?idxno=888944
_,1100901.202,20201004,중앙일보,엉덩이로 후임병 정수리 30초간 문지른 20대 집행유예 1년,남성,0,0,1,0,1,https://news.joins.com/article/olink/23480004
_,1100101.202,20201004,경향신문,후임 성추행하고 사과 거부 20대 법원 ‘집행유예’,남성,0,-1,0,0,-1,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202010040855011&code=620100
_,1100201.202,20201004,국민일보,"“‘제자 성추행’ 서울대 교수, 음대 2명 말고 2명 더 있다”",남성,0,0,0,0,0,http://news.kmib.co.kr/article/view.asp?arcid=0015071791&code=61121111&cp=kd
_,8100101.202,20201002,KBS,시내버스에서 여성 승객 상습 성추행 50대 실형,남성,0,0,0,1,1,http://news.kbs.co.kr/news/view.do?ncd=5016734&amp;ref=DA
_,1500701.202,20201001,부산일보,울산 시내버스 상습성추행 50대에 징역 1년6개월,남성,0,0,0,0,0,http://www.busan.com/view/busan/view.php?code=2020100110493203644
_,1100611.202,20201001,서울신문,만원버스 탑승해 비벼대며 추행한 50대 실형,남성,0,0,0,0,0,http://www.seoul.co.kr/news/newsView.php?id=20201001500012
_,1100801.202,20201001,조선일보,출소하자마자 만원버스에서 부비적 50대 다시 감옥행,남성,0,-1,1,0,0,https://www.chosun.com/national/national_general/2020/10/01/AZJILMXIYVG7VB3NAQKEMZHQFQ/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,1100501.202,20201001,문화일보,만원 버스서 성추행 일삼던 50대 실형,남성,0,0,0,0,0,http://www.munhwa.com/news/view.html?no=20201001MW104221765660
_,1100201.202,20201001,국민일보,두 번이나 징역 살고도 출소하자마자 또 성추행,남성,0,-1,0,0,-1,http://news.kmib.co.kr/article/view.asp?arcid=0015066411&code=61121111&cp=kd
_,2100201.202,20201001,머니투데이,출소하자마자 또 성추행 50대 男 세번째 감옥행,남성,0,0,0,0,0,http://news.moneytoday.co.kr/view/mtview.php?no=2020100110193029827&type=2
_,2100851.202,20200930,아주경제,"""딸 같아서"" 허벅지 더듬은 사회복지시설 기관장 20대 여성 靑 청원서 호소",남성,1,0,1,1,3,http://www.ajunews.com/view/20200930192543534
_,1300201.202,20200925,강원일보,춘천지역 전 통장협의회장 회원 성추행 혐의 '무죄' 선고,남성,0,1,1,0,2,http://www.kwnews.co.kr/nView.asp?s=501&aid=220092400096
_,1100901.202,20200925,중앙일보,‘캐디 성추행’ 경기도 공무원 직위해제 “방역지침 어겼다”,남성,0,-1,0,0,-1,https://news.joins.com/article/olink/23475313
_,1100801.202,20200924,조선일보,캐디 성추행 혐의 경기도청 공무원 직위해제,남성,0,0,0,0,0,https://www.chosun.com/national/regional/yeongnam/2020/09/24/GE75OXOJW5EKJH7DMWEXMZX54Q/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
_,1100101.202,20200924,경향신문,골프장서 캐디 성추행 경기도청 5급 공무원 직위해제,남성,0,0,0,0,0,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202009242244001&code=940202
_,1100611.202,20200924,서울신문,‘골프장서 캐디 성추행‘ 경기도청 팀장 직위해제,남성,0,0,0,0,0,http://www.seoul.co.kr/news/newsView.php?id=20200924500192
_,2100201.202,20200924,머니투데이,"골프장서 캐디 성추행한 경기도청 5급, 결국 직위해제",남성,0,1,0,0,1,http://news.moneytoday.co.kr/view/mtview.php?no=2020092421241446415&type=2
_,1100701.202,20200924,세계일보,[단독] 13세 아동 성매매 공무원에 1계급 강등 '솜방망이 처벌',남성,0,-1,0,0,-1,http://www.segye.com/content/html/2020/09/24/20200924523236.html
_,1100611.202,20200924,서울신문,“여기 만져도 느낌 오니?” 女신입사원 머리카락 만진 男상사,남성,0,0,1,-1,0,http://www.seoul.co.kr/news/newsView.php?id=20200924500171
_,2100601.202,20200924,한국경제,"""여기 만져도 느낌 오냐"" 신입사원 성추행 상사 '벌금형' 구형",남성,0,0,1,0,1,https://www.hankyung.com/life/article/2020092481397
_,1100201.202,20200924,국민일보,"딸 성추행범 봐준 아빠, 법원은 ‘합의’ 인정 안 했다",남성,0,0,0,0,0,http://news.kmib.co.kr/article/view.asp?arcid=0015046699&code=61121111&cp=kd
_,1101101.202,20200924,한국일보,"딸 성추행범과 합의한 아빠 대법 ""처벌불원 인정 안돼""",남성,0,0,0,0,0,https://hankookilbo.com/News/Read/A2020092413400003977
_,2100201.202,20200924,머니투데이,"40대 직장 상사, 신입사원 머리칼 만지며 ""느낌 와?""",남성,0,0,1,0,1,http://news.moneytoday.co.kr/view/mtview.php?no=2020092415232657649&type=2
_,1100201.202,20200924,국민일보,신입사원 머리칼 비비며 “여기도 느낌오냐” 물은 40대,남성,0,0,1,0,1,http://news.kmib.co.kr/article/view.asp?arcid=0015045088&code=61172811&cp=kd
_,2100851.202,20200923,아주경제,서울시 정말 왜이러나...주점서 성희롱 난동 부린 서울시 공무원 입건,남성,0,-1,0,0,-1,http://www.ajunews.com/view/20200923210645483
_,8100401.202,20200923,YTN,12세 여아 성폭행 추행한 10대들 1심 실형...법정구속 면해,남성,0,0,0,1,1,https://www.ytn.co.kr/_ln/0103_202009231859323817
_,1500601.202,20200923,매일신문,"포항예술단원 성추행 논란, 시의회-공무원노조 갈등",남성,0,0,0,0,0,https://news.imaeil.com/RegionOfPolitics/2020092314512967330
_,1100701.202,20200923,세계일보,"""나이가 어려서"" 12세 여아 성폭행하고도 법정구속 면한 10대들",남성,0,-1,0,1,0,http://www.segye.com/content/html/2020/09/23/20200923521497.html
_,1100101.202,20200923,경향신문,"""낫으로 목 벤다""가 그저 '과도한 질책'?  울산시 체육회, 성희롱 등 '솜방망이 징계' 논란",남성,0,-1,0,0,-1,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202009231540001&code=940100
_,1300201.202,20200922,강원일보,홍천서 캐디 성추행 의혹 수사,남성,0,0,0,0,0,http://www.kwnews.co.kr/nView.asp?s=501&aid=220092100072
_,1300101.202,20200922,강원도민일보,"경찰, 홍천 골프장 캐디 성추행 의혹 경기지역 공무원 조사",남성,0,0,0,0,0,www.kado.net/news/articleView.html?idxno=1040656
_,8100101.202,20200921,KBS,‘서부 피해자지원센터’ 이사장 성추행 피소,남성,0,0,0,0,0,http://news.kbs.co.kr/news/view.do?ncd=5009548&amp;ref=DA
_,2100201.202,20200921,머니투데이,"""우연히 닿았을 수도"" 라운지바 성추행 남성, 1심 무죄",남성,1,0,0,-1,0,http://news.moneytoday.co.kr/view/mtview.php?no=2020092115185491886&type=2
_,2100601.202,20200920,한국경제,2018년 정액테러도 재물손괴 女신발 정액사건 공분 확산,남성,1,-1,1,1,2,https://www.hankyung.com/society/article/2020092088647
_,2100601.202,20200919,한국경제,"女신발 정액테러, 성범죄 아닌 재물손괴? 피해자만 고통",남성,1,0,1,1,3,https://www.hankyung.com/society/article/2020091978747
_,1100611.202,20200919,서울신문,“운동화 못 신겠어요” 신발에 정액 뿌렸는데 말 바꾼 ‘그놈’,남성,1,0,1,-1,1,http://www.seoul.co.kr/news/newsView.php?id=20200919500029
